City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,timimoun,29.2639,0.231,10.21,53,0,5.14,DZ,1707183055
350,la'ie,21.6477,-157.9253,26.98,64,35,4.47,US,1707183056
351,altai,46.3722,96.2583,-19.84,58,39,0.56,MN,1707183057
352,vale de cambra,40.8497,-8.3939,10.38,86,100,0.91,PT,1707183057
353,lupiro,-8.3833,36.6667,22.35,98,100,1.41,TZ,1707183058
354,at-bashi,41.1702,75.8106,-13.83,75,100,1.11,KG,1707183058
355,sucre,-19.0333,-65.2627,15.06,63,79,1.18,BO,1707183059
356,dalnegorsk,44.5604,135.5701,-8.0,64,94,1.79,RU,1707183059
357,yankton,42.8711,-97.3973,3.14,87,0,2.57,US,1707182826
358,gaiman,-43.2897,-65.4929,26.32,32,66,6.3,AR,1707183060
359,babayurt,43.6002,46.7789,3.14,76,100,2.13,RU,1707183060
360,sampit,-2.5333,112.95,28.19,83,98,1.54,ID,1707183061
361,christchurch,-43.5333,172.6333,30.3,29,92,3.6,NZ,1707182963
362,iskateley,67.6803,53.1512,-18.88,97,100,1.79,RU,1707183062
363,yermakovskoye,53.2831,92.4003,-16.32,95,22,1.41,RU,1707183063
364,jaru,-10.4389,-62.4664,23.61,94,99,1.51,BR,1707183063
365,chernyshevskiy,63.0128,112.4714,-17.34,98,100,0.45,RU,1707183063
366,tolanaro,-25.0319,46.9987,24.04,88,75,5.14,MG,1707183064
367,gwadar,25.1216,62.3254,21.16,53,100,5.28,PK,1707183065
368,xique xique,-10.8217,-42.7311,26.02,65,96,4.03,BR,1707183065
369,boves,44.332,7.5514,8.13,55,91,0.98,IT,1707183065
370,malvan,16.0667,73.4667,24.9,54,0,2.6,IN,1707183066
371,lerwick,60.1545,-1.1494,4.0,98,100,6.05,GB,1707183066
372,braidwood,41.265,-88.2123,2.13,86,8,3.2,US,1707182810
373,puerto aysen,-45.4,-72.7,14.01,85,100,1.86,CL,1707183067
374,porto novo,6.4965,2.6036,25.9,61,6,1.7,BJ,1707183067
375,cuyo,10.8525,121.0086,26.23,85,83,8.78,PH,1707183069
376,karkira,36.9292,6.5856,13.93,55,4,3.36,DZ,1707183069
377,port douglas,-16.4833,145.4667,30.87,66,26,2.11,AU,1707183070
378,ugoofaaru,5.6667,73.0,27.96,74,74,6.49,MV,1707183070
379,villa gesell,-37.2639,-56.973,22.25,78,81,7.57,AR,1707183070
380,haifa,32.8156,34.9892,13.49,81,56,4.66,IL,1707183071
381,mamuju,-2.6748,118.8885,29.28,68,100,1.36,ID,1707183071
382,mazagao,-0.115,-51.2894,28.03,84,40,2.78,BR,1707183072
383,as sulayyil,20.4607,45.5779,16.14,40,91,3.26,SA,1707183072
384,balurghat,25.2167,88.7667,16.78,77,99,1.56,IN,1707182948
385,kingscliff,-28.2667,153.5667,32.63,66,22,4.12,AU,1707182822
386,lazaro cardenas,17.9583,-102.2,24.04,80,0,0.38,MX,1707183073
387,mersing,2.4312,103.8405,25.95,89,40,1.54,MY,1707183074
388,ciudad lazaro cardenas,17.9583,-102.2,24.04,80,0,0.38,MX,1707183074
389,pasuquin,18.3328,120.6177,26.97,89,20,2.06,PH,1707183074
390,cidreira,-30.1811,-50.2056,23.94,89,95,5.14,BR,1707183075
391,tver,56.8619,35.8931,-5.95,93,99,2.24,RU,1707183075
392,rumbek,6.802,29.6912,24.58,26,5,1.77,SS,1707183076
393,kazincbarcika,48.25,20.6333,9.08,64,100,6.31,HU,1707183076
394,whakatane,-37.9585,176.9854,26.05,75,0,2.24,NZ,1707183076
395,kayyerkan,69.3786,87.7439,-24.72,92,36,2.45,RU,1707183077
396,chunskiy,56.0815,99.6342,-11.85,97,100,1.3,RU,1707183077
397,abu jibeha,11.4562,31.2285,19.93,19,9,4.45,SD,1707183077
398,khadan khak,30.7477,67.7085,0.77,46,0,1.47,PK,1707183078
399,saipan,15.1355,145.701,29.39,58,40,8.23,MP,1707183078
400,jiaozuo,35.2397,113.2331,-0.55,81,100,1.06,CN,1707183079
401,tazacorte,28.629,-17.9293,20.08,22,0,3.6,ES,1707183079
402,arraias,-12.9288,-46.9437,20.13,95,100,2.05,BR,1707183080
403,batroun,34.2553,35.6581,12.01,69,36,3.74,LB,1707183080
404,tahara,34.6667,137.2667,8.97,63,4,8.91,JP,1707183081
405,kuta,-8.7233,115.1723,28.97,79,40,4.63,ID,1707183081
406,paola,39.3599,16.0396,18.62,84,23,1.04,IT,1707183082
407,bandon,51.7469,-8.7425,10.77,94,61,8.87,IE,1707183082
408,isiro,2.7739,27.616,16.57,79,12,1.35,CD,1707183083
409,ulsteinvik,62.3432,5.8487,-0.14,87,55,1.34,NO,1707183083
410,ambovombe,-25.1667,46.0833,22.3,92,69,1.76,MG,1707183084
411,saint-pierre,-21.3393,55.4781,21.82,68,0,3.6,RE,1707182976
412,viveiro,43.6623,-7.5934,10.6,77,91,1.57,ES,1707183085
413,bathinda,30.2,74.95,6.77,60,0,1.92,IN,1707183085
